Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Non-Travel,Travel_Frequently,Travel_Rarely,Human Resources,Research & Development,Sales,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,Female,Male,Healthcare Representative,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Executive,Sales Representative,Divorced,Married,Single,Y,No,Yes,DailyRate_norm,HourlyRate_norm,MonthlyIncome_norm,MonthlyRate_norm,DistanceFromHome_norm
46,0,1144,7,4,1,487,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.7458840372226199,0.0,0.22374934175882047,0.5601284882553704,0.2142857142857143
41,1,143,4,3,1,488,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.029348604151753763,0.3714285714285714,0.43949447077409165,0.2996988556514756,0.10714285714285714
50,0,1046,10,3,1,491,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.6757337151037938,1.0,0.4995787256450763,0.026540855249949813,0.3214285714285714
40,1,575,22,2,1,492,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.3385826771653543,0.5428571428571429,0.2828330700368615,0.16125276048986148,0.75
31,0,408,9,4,1,493,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,5,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.21904080171796705,0.17142857142857143,0.08678251711427068,0.2191126279863481,0.2857142857142857
21,1,156,12,3,1,494,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.03865425912670008,0.857142857142857,0.08988941548183255,0.9366793816502711,0.39285714285714285
29,0,1283,23,3,1,495,4,54,3,1,4,2201,18168,9,16,3,4,80,0,6,4,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.8453829634931996,0.3428571428571428,0.06276987888362295,0.6454125677574785,0.7857142857142857
35,0,755,9,4,1,496,3,97,2,2,2,6540,19394,9,19,3,3,80,0,10,5,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.46743020758768783,0.9571428571428571,0.2912585571353344,0.6946396305962658,0.2857142857142857
27,0,1469,1,2,1,497,4,82,3,1,2,3816,17881,1,11,3,2,80,1,5,2,3,5,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.9785254115962777,0.7428571428571429,0.14781463928383362,0.633888777353945,0.0
28,0,304,9,4,1,498,2,92,3,2,4,5253,20750,1,16,3,4,80,0,7,1,3,7,5,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.14459556191839656,0.8857142857142857,0.22348604528699315,0.749086528809476,0.2857142857142857
49,0,1261,7,3,1,499,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,2,3,5,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.8296349319971367,0.01428571428571429,0.524275934702475,0.40040152579803245,0.2142857142857143
51,0,1178,14,2,1,500,3,87,3,2,4,4936,14862,4,11,3,3,80,1,18,2,2,7,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.7702219040801718,0.8142857142857143,0.2067930489731438,0.5126681389279262,0.4642857142857143
36,0,329,2,3,1,501,4,96,3,1,3,2543,11868,4,13,3,2,80,1,6,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.1624910522548318,0.9428571428571428,0.08077935755660876,0.3924513149969885,0.03571428571428571
34,1,1362,19,3,1,502,1,67,4,2,4,5304,4652,8,13,3,2,80,0,9,3,2,5,2,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.9019327129563349,0.5285714285714285,0.22617166929963142,0.10271029913671953,0.6428571428571428
55,0,1311,2,3,1,505,3,97,3,4,4,16659,23258,2,13,3,3,80,0,30,2,3,5,4,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0.8654259126700071,0.9571428571428571,0.8241179568193786,0.8497891989560329,0.03571428571428571
24,0,1371,10,4,1,507,4,77,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.9083750894774516,0.6714285714285713,0.17119536598209587,0.15342300742822726,0.3214285714285714
30,0,202,2,1,1,508,3,72,3,1,2,2476,17434,1,18,3,1,80,1,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.07158196134574088,0.5999999999999999,0.07725118483412324,0.6159405741818912,0.03571428571428571
26,1,575,3,1,1,510,3,73,3,1,1,3102,6582,0,22,4,3,80,0,7,2,3,6,4,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.3385826771653543,0.6142857142857143,0.11021590310689838,0.18020477815699656,0.07142857142857142
22,0,253,11,3,1,511,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,1,3,2,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.10808876163206871,0.18571428571428567,0.06503422854133756,0.8972495482834772,0.35714285714285715
36,0,164,2,2,1,513,2,61,2,3,3,7596,3809,1,13,3,2,80,2,10,2,3,10,9,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.04438081603435934,0.4428571428571429,0.3468667719852554,0.06886167436257778,0.03571428571428571
30,1,464,4,3,1,514,3,40,3,1,4,2285,3427,9,23,4,3,80,0,3,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.259126700071582,0.14285714285714285,0.06719325961032122,0.05352338887773539,0.10714285714285714
37,0,1107,14,3,1,515,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,2,18,7,12,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.7193987115246957,0.9285714285714286,0.10663507109004741,0.9965870307167236,0.4642857142857143
40,0,759,2,2,1,516,4,46,3,2,2,5715,22553,7,12,3,3,80,2,8,5,3,5,4,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.47029348604151744,0.2285714285714286,0.2478146392838336,0.82148163019474,0.03571428571428571
42,0,201,1,4,1,517,2,95,3,1,1,2576,20490,3,16,3,2,80,1,8,5,3,5,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.07086614173228348,0.9285714285714286,0.0825171142706688,0.7386468580606304,0.0
37,0,1305,10,4,1,518,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.8611309949892626,0.2714285714285714,0.16787783043707216,0.7640634410760891,0.3214285714285714
43,0,982,12,3,1,520,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.6299212598425197,0.4142857142857143,0.7017904160084255,0.09038345713712106,0.39285714285714285
40,0,555,2,3,1,521,2,78,2,2,3,3448,13436,6,22,4,2,80,1,20,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.3242662848962061,0.6857142857142857,0.128436018957346,0.45541056012848824,0.03571428571428571
54,0,821,5,2,1,522,1,86,3,5,1,19406,8509,4,11,3,3,80,1,24,4,2,4,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.5146743020758768,0.7999999999999998,0.9687730384412848,0.2575787994378639,0.14285714285714285
34,0,1381,4,4,1,523,3,72,3,2,3,6538,12740,9,15,3,1,80,1,6,3,3,3,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.9155332856120257,0.5999999999999999,0.29115323854660347,0.4274643645854246,0.10714285714285714
31,0,480,7,2,1,524,2,31,3,2,1,4306,4156,1,12,3,2,80,1,13,5,1,13,10,3,12,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.27057981388690044,0.01428571428571429,0.17361769352290682,0.08279461955430636,0.2142857142857143
43,0,313,21,3,1,525,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,1,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.15103793843951324,0.4428571428571429,0.06577145866245393,0.527765508933949,0.7142857142857143
43,0,1473,8,4,1,526,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,3,5,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.9813886900501073,0.6285714285714286,0.18499210110584519,0.005340293113832564,0.25
25,0,891,4,2,1,527,2,99,2,2,4,4487,12090,1,11,3,2,80,0,5,3,3,5,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.5647816750178954,0.9857142857142855,0.18314902580305426,0.40136518771331053,0.10714285714285714
37,0,1063,25,5,1,529,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,2,3,13,11,10,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.6879026485325698,0.5999999999999999,0.18114797261716695,0.8742019674764103,0.8571428571428571
31,0,329,1,2,1,530,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,3,4,2,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.1624910522548318,0.9714285714285713,0.0636650868878357,0.566111222646055,0.0
39,0,1218,1,1,1,531,2,52,3,5,3,19197,8213,1,14,3,3,80,1,21,3,3,21,8,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.7988546886184681,0.31428571428571433,0.9577672459189047,0.24569363581610118,0.0
56,0,906,6,3,1,532,3,86,4,4,1,13212,18256,9,11,3,4,80,3,36,0,2,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.5755189692197565,0.7999999999999998,0.6426013691416536,0.6489459947801646,0.17857142857142855
30,0,1082,12,3,1,533,2,83,3,2,3,6577,19558,0,11,3,2,80,0,6,6,3,5,4,4,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.7015032211882605,0.7571428571428571,0.29320695102685623,0.7012246536839992,0.39285714285714285
41,0,645,1,3,1,534,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.3886900501073729,0.2714285714285714,0.388783570300158,0.7015458743224252,0.0
28,0,1300,17,2,1,536,3,79,3,2,1,4558,13535,1,12,3,4,80,1,10,2,3,10,0,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.8575518969219756,0.7,0.1868878357030016,0.4593856655290103,0.5714285714285714
25,1,688,3,3,1,538,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,5,3,2,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.4194702934860415,0.8714285714285714,0.15913638757240653,0.2931941377233487,0.07142857142857142
52,0,319,3,3,1,543,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,4,3,5,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.15533285612025768,0.12857142857142861,0.3665086887835703,0.7032724352539651,0.07142857142857142
45,0,192,10,2,1,544,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,3,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.0644237652111668,0.5571428571428572,0.0866245392311743,0.30359365589239107,0.3214285714285714
52,0,1490,4,2,1,546,4,30,3,4,4,16555,10310,2,13,3,4,80,0,31,2,1,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.9935576234788833,0.0,0.8186413902053713,0.3298935956635214,0.10714285714285714
42,0,532,29,2,1,547,1,92,3,2,3,4556,12932,2,11,3,2,80,1,19,3,3,5,4,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.3078024337866857,0.8857142857142857,0.18678251711427069,0.4351736599076491,0.9999999999999999
30,0,317,2,3,1,548,3,43,1,2,4,6091,24793,2,20,4,3,80,0,11,2,3,5,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.15390121689334288,0.18571428571428567,0.26761453396524487,0.9114234089540253,0.03571428571428571
60,0,422,7,3,1,549,1,41,3,5,1,19566,3854,5,11,3,4,80,0,33,5,1,29,8,11,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.2290622763063708,0.1571428571428572,0.9771985255397578,0.07066854045372414,0.2142857142857143
46,0,1485,18,3,1,550,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,5,2,10,7,0,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.9899785254115961,0.8142857142857143,0.2001579778830964,0.9724954828347722,0.6071428571428571
42,0,1368,28,4,1,551,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,4,6,5,0,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.9062276306370793,0.8285714285714285,0.18504476040021064,0.0920297129090544,0.9642857142857143
24,1,1448,1,1,1,554,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,4,3,5,3,1,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.9634931997136721,0.45714285714285713,0.11548183254344394,0.7981529813290503,0.0
34,1,296,6,2,1,555,4,33,1,1,3,2351,12253,0,16,3,4,80,1,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.1388690050107373,0.04285714285714287,0.0706687730384413,0.4079100582212407,0.17857142857142855
38,0,1490,2,2,1,556,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.9935576234788833,0.17142857142857143,0.03649289099526066,0.4020076289901626,0.03571428571428571
40,0,1398,2,4,1,558,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,2,3,20,15,1,12,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.9277022190408016,0.7,0.8968931016324382,0.4387873920899418,0.03571428571428571
26,0,1349,23,3,1,560,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,3,1,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.8926270579813886,0.857142857142857,0.09884149552395999,0.037663119855450705,0.7857142857142857
30,0,1400,3,3,1,562,3,53,3,1,4,2097,16734,4,15,3,3,80,1,9,3,1,5,3,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.9291338582677166,0.32857142857142857,0.057293312269615586,0.5878337683196145,0.07142857142857142
29,0,986,3,4,1,564,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,2,3,10,2,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.6327845382963493,0.8999999999999999,0.5753554502369669,0.7802449307367998,0.07142857142857142
29,1,408,25,5,1,565,3,71,2,1,2,2546,18300,5,16,3,2,80,0,6,2,4,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.21904080171796705,0.5857142857142856,0.0809373354397051,0.6507127082915077,0.8571428571428571
19,1,489,2,2,1,566,1,52,2,1,4,2564,18437,1,12,3,3,80,0,1,3,4,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.2770221904080171,0.31428571428571433,0.08188520273828331,0.6562136117245533,0.03571428571428571
30,0,1398,22,4,1,567,3,69,3,3,1,8412,2890,0,11,3,3,80,0,10,3,3,9,8,7,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.9277022190408016,0.5571428571428572,0.3898367561874671,0.031961453523388875,0.75
57,0,210,29,3,1,568,1,56,2,4,4,14118,22102,3,12,3,3,80,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.07730851825340015,0.3714285714285714,0.6903106898367561,0.8033728167034732,0.9999999999999999
50,0,1099,29,4,1,569,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,2,3,27,10,15,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.7136721546170365,0.8285714285714285,0.8444971037388099,0.289901626179482,0.9999999999999999
30,0,1116,2,3,1,571,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,2,11,7,6,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.7258410880458124,0.2714285714285714,0.08188520273828331,0.20425617345914474,0.03571428571428571
60,0,1499,28,3,1,573,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,5,4,18,13,13,11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.9999999999999999,0.7142857142857142,0.48746708794102156,0.030154587432242516,0.9642857142857143
47,0,983,2,2,1,574,1,65,3,2,4,5070,7389,5,13,3,3,80,3,20,2,3,5,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.630637079455977,0.49999999999999994,0.21384939441811482,0.21260791005822124,0.03571428571428571
46,0,1009,2,3,1,575,1,51,3,4,3,17861,2288,6,13,3,3,80,0,26,2,1,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.6492483894058697,0.3,0.8874144286466562,0.007789600481830958,0.03571428571428571
35,0,144,22,3,1,577,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,2,3,5,4,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.030064423765211165,0.2285714285714286,0.16961558715113217,0.6878538446095162,0.75
54,0,548,8,4,1,578,3,42,3,2,3,3780,23428,7,11,3,3,80,0,19,3,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.31925554760200425,0.17142857142857143,0.1459189046866772,0.8566151375225858,0.25
34,0,1303,2,4,1,579,4,62,2,1,3,2768,8416,3,12,3,3,80,1,14,3,3,7,3,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.8596993557623478,0.45714285714285713,0.09262769878883623,0.2538446095161614,0.03571428571428571
46,0,1125,10,3,1,580,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.732283464566929,0.9142857142857141,0.42453923117430226,0.3802047781569966,0.3214285714285714
31,0,1274,9,1,1,581,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,6,4,13,8,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.838940586972083,0.04285714285714287,0.5075829383886256,0.493876731580004,0.2857142857142857
33,1,1277,15,1,1,582,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,2,4,7,6,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.8410880458124552,0.3714285714285714,0.6635597682991048,0.9044368600682594,0.5
33,1,587,10,1,1,584,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,2,3,4,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.3471725125268432,0.11428571428571427,0.12632964718272777,0.18514354547279663,0.3214285714285714
30,0,413,7,1,1,585,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.22261989978525412,0.38571428571428573,0.10394944707740916,0.6546476611122265,0.2142857142857143
35,0,1276,16,3,1,586,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,2,3,8,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8403722261989978,0.5999999999999999,0.3487625065824118,0.4899016261794821,0.5357142857142857
31,1,534,20,3,1,587,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.3092340730136005,0.5142857142857142,0.46419167983149023,0.8357357960248946,0.6785714285714285
34,1,988,23,3,1,590,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,2,3,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.6342161775232641,0.18571428571428567,0.4708267509215377,0.379000200762899,0.7857142857142857
42,0,1474,5,2,1,591,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,4,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.9821045096635647,0.9571428571428571,0.05708267509215376,0.2877333868701064,0.14285714285714285
36,0,635,10,4,1,592,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,3,2,10,3,9,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.3815318539727989,0.02857142857142858,0.4724065297525013,0.5309777153182091,0.3214285714285714
22,1,1368,4,1,1,593,3,99,2,1,3,3894,9129,5,16,3,3,80,0,4,3,3,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.9062276306370793,0.9857142857142855,0.15192206424433913,0.2824733989158803,0.10714285714285714
48,0,163,2,5,1,595,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,2,3,9,7,6,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.043664996420901936,0.10000000000000003,0.16018957345971566,0.7052399116643244,0.03571428571428571
55,0,1117,18,5,1,597,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,2,3,10,9,7,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.7265569076592698,0.7571428571428571,0.8333859926276989,0.3123469182895001,0.6071428571428571
41,0,267,10,2,1,599,4,56,3,2,4,6230,13430,7,14,3,4,80,0,16,3,3,14,3,1,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.11811023622047243,0.3714285714285714,0.27493417588204316,0.4551696446496687,0.3214285714285714
35,0,619,1,3,1,600,2,85,3,2,3,4717,18659,9,11,3,3,80,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.3700787401574803,0.7857142857142856,0.19526066350710902,0.6651274844408753,0.0
40,0,302,6,3,1,601,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,3,20,6,5,13,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.14316392269148173,0.6428571428571428,0.64391785150079,0.7335876330054206,0.17857142857142855
39,0,443,8,1,1,602,3,48,3,1,3,3755,17872,1,11,3,1,80,1,8,3,3,8,3,0,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.24409448818897636,0.2571428571428572,0.14460242232754084,0.6335274041357157,0.25
